tsne1,tsne2
-2.7204516,-1.7622098
-23.218489,29.605288
-8.889624,103.21581
-33.10994,14.413503
-7.389803,-88.518425
48.023235,92.139465
-44.07567,-74.436264
-59.57461,59.738766
-32.028614,20.332838
8.775697,-87.1201
8.991027,-107.85129
-47.11072,-75.83428
83.44,18.016857
-63.84997,-58.516956
-16.479591,65.78865
62.613285,-30.986616
-84.00947,7.821571
6.8912015,-20.469187
58.665077,41.283554
-20.996384,9.128199
-101.563805,-31.546541
70.57276,82.52927
50.54694,-41.29322
39.214344,-47.853767
50.531216,56.756348
11.329918,24.434889
31.843964,-96.86571
6.2723475,-1.3720754
-3.5982382,-35.873238
-13.829674,-3.060512
-83.079956,-32.148624
-10.538993,42.266754
15.821474,-62.1328
27.376902,-49.33782
-19.170002,50.95163
-33.821236,-12.336618
-46.562237,34.713394
-61.58474,-56.465244
107.13292,-37.020367
79.56952,-70.69901
-20.397324,-37.895203
-8.567887,17.98278
-101.94454,47.42321
-21.782627,-74.90938
1.233801,30.267017
-13.300849,70.59202
2.805195,71.745384
22.404211,49.65462
-0.6272657,-24.855051
63.4216,-30.495138
14.6330595,-8.545054
-79.5794,51.358387
49.945076,-36.98789
-8.809969,-103.23788
-62.767845,-0.65437114
-37.455147,78.53998
-38.69644,-105.74106
20.893675,33.769005
-37.20642,33.427113
-83.40832,47.459877
-23.514175,33.390553
-59.2062,-53.94662
-53.98736,-34.420383
35.15875,-99.744286
-9.577538,-28.910442
-23.996174,-16.441183
76.14907,-4.079182
-80.43332,32.050976
-34.999355,-12.529035
-29.604334,1.5616885
85.29384,19.326447
-89.992905,47.515007
-10.178774,14.588832
-35.785404,-23.38112
-89.32976,56.365307
-79.56675,29.3274
-40.71162,8.190352
73.28231,-73.28071
16.00349,-97.80875
-28.083378,-78.63749
15.817263,25.289684
-71.61809,33.88049
-23.331942,-79.18097
27.507679,67.37278
-25.94389,87.173454
-88.79957,-50.010036
66.16834,-9.97135
-16.086464,43.241035
94.14309,-60.236893
108.10817,-5.837062
11.503183,-33.682373
45.464832,34.35145
-28.9228,100.623764
-54.584076,86.63748
-64.57237,93.611984
75.36597,39.889866
-13.743123,90.27517
23.994959,-4.3907447
-92.03688,34.171055
-5.9606967,105.628845
-27.114937,45.64291
45.878365,16.32738
-32.77738,80.10495
13.677842,-93.440475
-23.113056,-13.757581
39.198776,-57.39008
-34.61942,-74.910904
-39.78962,55.089787
-32.43246,58.049778
-2.6509738,20.209936
-39.682137,-30.888144
-6.919651,71.458
10.30162,112.330345
-66.49216,-50.47852
26.453188,25.785318
45.227123,-92.90181
-34.55835,8.756199
-10.781139,44.612556
-46.20842,-54.326042
-84.768036,-42.196777
-2.183993,66.43517
-32.980755,4.25788
9.674845,41.576084
39.59496,68.15333
-9.993669,3.6827607
104.97284,17.810871
12.383219,24.337744
-32.075798,-47.105618
86.96816,-67.451546
-4.2278886,81.27858
35.323105,79.63936
14.991093,-76.84131
30.645487,72.83293
71.47268,-17.95002
-47.472126,69.39687
-43.68866,-41.39392
43.107426,31.587013
1.7003773,81.35126
4.6171284,28.918423
13.859888,-33.42035
-61.56788,1.8743165
-82.34664,3.9081886
53.711155,-104.9674
-28.93999,-106.34845
30.832525,76.23158
70.24708,29.676167
-29.09977,19.080584
21.624552,-38.18665
26.381971,7.965275
-41.716076,95.08835
-98.16614,30.811869
-55.90831,71.96158
106.39264,-39.135063
24.58725,78.30195
-2.8813117,-2.0419254
-66.94854,-13.842169
35.506092,9.554063
45.20743,34.64838
117.30813,-16.680172
-33.356506,-99.869156
-32.701065,12.9879875
-4.418617,21.024342
-56.441307,-13.929754
-43.69223,-44.00682
-13.766668,-3.5140066
-61.41823,-68.73799
19.121088,-90.604416
-10.439114,52.967278
-24.083628,-40.224827
-27.588093,-1.6555853
-36.084286,15.764667
10.84683,-88.207504
63.11969,22.677755
