tsne1,tsne2
1.0686278,-86.890076
-22.695185,1.7783612
-47.414085,-21.738289
-18.041325,44.526073
110.87674,-7.3860536
-8.812792,-103.383804
-99.70127,-10.966415
112.41357,12.978515
117.560234,-16.229307
-56.42335,72.64409
1.6971016,77.97118
-78.36586,44.062115
-32.32459,-34.484226
38.020763,-1.3324572
104.90835,-12.129252
9.015598,23.15727
21.214117,32.277115
3.2716393,-105.30693
-96.23592,-32.629314
-24.652761,79.94088
41.130657,-91.912254
13.718136,-33.487247
-55.08363,87.08719
54.464592,-83.90061
74.07736,41.39572
80.09264,-54.61099
34.327713,-9.321451
-32.48934,2.1096783
-56.775623,53.65743
70.60937,37.064556
71.06392,75.31792
77.07901,45.660347
46.813976,56.91128
10.890314,11.968091
62.179832,67.87247
16.476944,-99.53816
-31.229273,112.616
80.82539,29.09878
25.857628,24.872217
-36.479015,33.92128
-48.043743,-98.28854
111.52818,18.105236
11.068554,-33.16271
35.4454,9.641797
-13.024458,-73.83559
-30.901995,-105.95028
-25.954855,46.95507
-57.74387,81.53171
16.341822,109.66445
-55.11708,-56.62186
-46.84016,-48.165985
87.170425,2.4589884
-37.313736,18.539673
-19.944437,-37.858723
-13.849794,-101.166016
-55.128345,86.43418
-115.2227,2.1703393
70.62644,82.58828
0.03195621,64.65673
19.090067,-40.27468
-16.910881,-112.23598
-5.51022,52.725716
-30.348637,24.610584
33.376507,-53.08105
-91.826805,-14.412265
-1.9533032,-23.983793
-35.338177,-14.944696
104.75527,17.728468
27.682018,-20.13218
76.51558,14.642025
101.23047,17.890759
10.733475,24.417202
-76.74472,39.82611
-11.2933035,21.490976
-66.28244,56.348606
-37.609898,4.236262
-34.362614,0.245949
-34.362526,67.66023
6.955416,15.464161
-101.53817,36.65724
67.93594,69.43639
20.127277,100.20448
-4.5041065,-114.19196
-3.0326166,-119.01336
-59.64868,59.60461
100.52866,-0.1905486
47.477795,-24.699846
-107.7529,-27.49346
42.163666,-4.63516
54.700943,57.474022
-46.953194,56.148766
-59.858982,-49.389076
1.0037695,-104.70322
-46.52683,49.15973
117.84746,-14.860966
-95.676674,-9.374183
-10.061061,-68.31148
-78.56163,9.254116
7.278661,11.75822
-9.810853,-114.722015
-16.796822,-106.84085
74.82838,26.422693
-3.9095778,-5.4569607
55.359425,70.69495
93.26958,-55.094967
-15.139035,-73.489876
57.010216,69.569725
-44.15626,-53.840885
-49.57851,21.707554
-94.12857,-54.202267
-57.816673,80.193504
-2.9858425,74.8171
82.31781,-48.64295
-110.76736,-0.49248338
28.546726,22.930906
0.09855533,-19.56402
24.395779,23.664177
34.791176,-2.8137128
-46.63086,-93.484856
-73.88678,17.180622
23.128002,-17.38783
-22.870409,-56.898197
16.807957,70.81804
46.509254,-24.333694
46.069946,56.84978
72.091064,-31.906195
0.8435316,-10.929918
-58.88423,72.80611
18.2637,-33.844776
-7.7070575,56.69176
21.360994,95.48765
-108.27517,9.984183
4.302012,44.6762
44.99992,-3.543963
-51.73039,-42.036293
84.611084,33.202137
32.27693,74.712654
53.77263,-25.821417
-14.280236,70.99856
-48.989994,21.230043
49.465523,-13.150188
2.5845127,-108.47855
64.72464,8.070543
101.5114,9.248535
4.40361,63.75059
-6.9154267,115.86918
-80.42698,-1.4825343
83.379,50.640636
-31.411007,80.64079
-34.4589,118.842415
-33.24822,-99.450775
-19.137909,10.624608
-34.2621,68.97371
-22.530123,-50.594
72.21125,75.582664
-22.092487,-15.199034
-66.73963,-50.447567
42.43042,35.674946
-97.972305,41.80577
49.798912,-41.649666
-47.855583,-59.86789
14.049726,-45.271355
-50.84471,113.073746
6.9539695,15.459044
66.169365,-52.45562
-111.944664,-16.311562
57.703053,19.01819
61.40483,-61.49224
67.38253,47.10732
-0.13832794,-24.530125
1.0460168,99.02184
-33.423473,-106.55027
2.2831156,-72.24504
49.94398,-13.037013
-6.639776,75.67909
-34.774048,8.608677
34.565224,75.029076
37.973854,-7.239345
7.381491,-115.90302
13.537259,112.132774
-26.502916,80.34371
-67.53707,-55.354824
-69.17222,-28.99779
-17.507381,-77.84002
5.4644723,73.17414
-65.50163,-60.66925
83.7179,17.401573
31.234112,-52.507088
20.767265,33.770832
-35.55425,-26.265205
18.543415,19.067125
13.287141,68.48968
-90.91406,0.04627907
34.603527,17.778051
4.71336,67.47144
-84.77663,45.473392
-65.24984,-52.343964
18.393581,44.192135
-28.649471,102.74589
-70.62676,14.602267
-26.658075,16.992811
-31.543318,107.25243
-40.263706,5.7722445
-4.5237417,-2.126074
-22.489328,-48.32473
-6.0567174,105.69663
45.445328,-3.3357399
-50.888996,52.617023
14.5725155,-19.7139
-50.59013,-92.273094
85.43138,-69.95201
44.120724,34.762653
-79.61141,29.29949
11.165446,-94.933235
8.4569435,55.08957
20.430204,84.28398
42.838615,-77.45734
63.54243,-38.04824
56.75676,82.101425
39.27794,-45.008125
58.665077,41.283554
68.73724,26.24541
-88.79903,-50.009903
4.0844326,-25.040855
39.309563,-0.18506612
-61.18948,-61.369263
80.1001,-54.31538
-44.548588,-21.841421
4.6769023,1.2562575
39.956028,20.228073
-27.531841,-26.56295
70.30934,82.939
10.962757,-34.57244
-22.596584,1.4618337
61.817596,-36.056274
28.422674,24.678493
8.007813,-74.803246
-50.759308,52.728024
33.595394,35.01862
-24.844744,48.52851
0.062505916,-75.95937
-48.198902,-58.49618
2.6687648,-25.67843
-45.482224,-84.724495
-29.816984,-85.26775
-63.326397,15.661892
-0.3004067,71.31889
20.807018,32.716965
-16.46007,-100.657974
-109.11696,-21.572424
-66.81844,38.564102
44.16178,-74.65365
101.17198,-29.53537
-27.51131,-80.97567
-19.96827,-28.125593
-36.24131,-111.91157
83.26875,-4.6761045
-2.0601094,-2.9682574
-28.071321,-43.18194
-4.503139,-8.85323
10.325207,-94.54622
-72.44764,37.31177
67.29169,13.114758
-66.79506,-66.80593
91.07828,44.752113
38.627,41.021626
-88.11421,37.158604
-2.646365,20.216663
0.48354816,49.4171
17.638386,-98.31367
-88.62016,-48.976032
-115.889694,1.4573123
0.77128536,-56.833614
-10.821402,-35.204136
41.4103,-11.312671
-109.646774,-1.7390984
-54.986378,-87.84562
-97.211075,19.068405
-33.14663,57.149345
87.99889,44.036297
63.52758,-37.882626
49.94714,-37.0161
30.831057,-111.54272
-54.315475,-36.138992
-42.86783,48.181667
-50.545223,91.67854
73.98829,41.420177
97.719986,-26.607027
-75.80277,39.58136
-30.116287,-94.69297
-47.90538,-38.77303
40.97269,39.177452
-24.185179,-39.321632
-99.493904,44.27216
70.49816,40.86225
-7.1810555,78.66518
-59.095905,83.1281
-4.2555647,2.8469934
28.440187,24.66623
28.141144,22.972347
-36.26459,58.031654
36.47359,-113.50856
6.1177387,16.957916
-24.76836,-72.46495
-100.88834,37.17915
-0.5521457,-24.45481
-1.4963131,71.0168
-47.982105,-28.134602
-10.072426,90.381905
-21.283403,66.72666
27.16595,93.247826
12.499631,24.523367
-90.2297,-31.871424
-63.035603,-13.516481
-46.918396,-35.075874
-100.27391,45.894447
-57.558674,100.04376
-6.017262,-89.25523
13.434911,68.43232
-16.078362,23.205574
-47.75269,22.561848
-46.6907,-6.6809688
-110.621216,-18.54039
7.688749,40.722412
-55.78695,71.74763
40.757965,10.922493
-80.22338,-1.2547418
-40.853912,8.229639
16.573324,48.775833
46.904438,-35.216934
-37.934025,6.6687746
-37.179543,-78.61887
-110.628265,-24.389568
6.177929,33.048462
30.891373,74.7989
77.2063,-3.8278153
-45.960297,22.163252
40.784428,-11.969239
2.5491016,-108.682556
52.784004,1.7186077
-12.331798,-117.760124
51.074913,13.548121
73.380066,-34.96244
-112.14447,10.324008
50.212955,92.65431
-13.32582,-73.38924
-102.94857,-10.811998
-42.082104,91.50109
-37.686012,-103.19403
-42.658943,-86.81179
-27.055115,39.01195
32.391865,18.151068
22.24852,84.985725
-54.589825,-57.220543
-23.30057,-0.7920382
-44.51171,-16.902584
111.7047,-26.027292
-73.116745,37.07759
-5.3761215,53.47027
19.364923,80.19078
-87.48802,19.693607
75.91224,-71.457886
24.063269,88.71728
19.090067,-40.27468
86.2125,-66.433266
-38.108284,4.0394254
-106.139465,-15.882573
-12.3032255,-0.59522164
-56.579548,93.31724
-30.012587,-84.723976
67.54911,10.456937
7.929546,-18.543295
-6.487295,81.590904
55.033825,14.733348
18.649681,-76.33035
3.8516698,-25.700182
24.263573,-18.688904
-33.629486,-104.84388
73.448524,-7.654885
-30.884895,39.453167
30.471075,-42.406067
-83.44897,53.495083
-32.58074,38.699455
-12.495778,-1.6157329
1.7796104,30.335897
7.1426206,99.96723
-50.19481,88.215805
15.932394,2.5116372
-35.449856,58.115555
-11.227719,105.39953
-79.6222,29.332218
-50.724968,-29.249617
5.374676,71.52767
-29.369593,-93.44662
-15.0363035,-73.28559
55.359425,70.69495
-14.882561,-73.19359
1.7709929,-56.30516
-45.92357,-21.133091
-0.4080565,-47.46006
-19.166561,-43.53597
-45.531055,-6.426015
22.235107,-7.1205983
-27.706253,9.4969015
63.12064,21.386587
50.250244,-41.723793
50.811836,-13.26155
-8.967136,56.364754
66.06467,-2.62587
-6.7298813,91.66708
4.400997,63.52712
-76.33716,-31.363346
61.43367,-40.07882
-59.074333,72.761894
-42.246685,114.80302
87.480515,32.926376
-33.779346,-10.578738
-56.88133,3.45338
-51.74291,-53.15815
30.83496,108.35609
-104.92288,-22.98204
19.950651,-41.49501
-54.478104,72.67751
-52.165874,-26.037802
-42.384453,-53.83426
-56.805874,53.775692
79.61692,-46.367527
76.39247,-44.83691
11.707677,-110.81061
4.3534665,-63.32571
72.40127,-64.86121
73.885925,31.554272
-57.758987,-48.824635
34.47687,16.548086
-7.154401,24.736189
-74.3036,9.055974
-74.13379,12.732663
-9.656524,89.57334
-27.584639,40.98276
55.897972,-86.55232
-2.2237325,-87.44184
37.427044,-50.845367
40.065277,37.92099
-14.273967,-5.6135488
-27.252577,-53.478027
-112.77545,10.627642
-2.1145005,20.75757
34.7091,76.7989
-3.912691,-119.55242
57.517437,43.465286
72.16976,3.5664177
-4.8971424,-92.995346
-65.86486,10.133403
-46.951923,74.15268
52.823906,-44.568657
57.35949,5.6092954
18.720274,4.130903
55.53405,-47.091908
-78.39281,38.608204
-34.429813,-25.017643
-93.94729,-25.562887
-58.56659,78.568535
25.918827,-20.822708
33.6394,65.60293
66.21675,4.6790776
55.648624,-102.99698
69.91445,26.5337
-103.434494,-9.89374
-43.8227,15.811558
25.158674,-54.199043
-81.639496,-24.755875
-33.487984,-109.73897
-71.091774,39.1756
83.55429,-74.216354
-0.8694253,65.41926
-13.488569,-73.60959
-103.27208,37.684925
53.07333,-80.837685
88.02149,40.28718
43.031105,73.73616
-63.364983,-66.34488
2.2170086,-58.990482
-110.269165,-20.889757
-90.51454,-47.527225
-103.768234,-30.206985
-45.122604,-53.55844
-50.92618,-91.40021
43.907448,-92.322205
55.641186,-58.585728
-19.670336,50.953075
16.018984,77.75284
-79.37514,44.83506
62.312634,-63.36083
20.795742,47.901417
-97.79506,32.421787
-50.283424,72.147804
26.914955,-20.955248
-0.71382636,-70.8886
-0.44760793,71.121254
51.93272,60.06622
-28.823734,-106.02023
16.62881,12.660506
50.79999,-12.812065
-112.23579,10.4054985
1.394184,-83.78979
-0.82476586,-61.456684
100.21868,-28.179605
-60.298065,66.45371
9.405292,-8.882115
-82.11051,-25.502874
58.49259,-90.97085
57.209743,40.862705
78.48946,10.728769
64.11258,22.252542
-29.311031,84.715485
-65.963486,56.277668
2.9928029,-86.773834
-60.61428,76.09341
83.36721,54.310715
-79.37104,45.067963
96.10929,-11.484381
27.553566,93.50132
5.5124207,72.26806
102.15387,-28.336237
56.11399,62.246384
64.75413,7.377311
-81.451004,-44.615177
43.556305,81.603386
-109.06835,-21.534426
56.92229,-56.457066
-104.72143,-23.835123
-59.584724,-38.724773
67.78124,-57.433544
43.75404,55.77059
72.09778,4.3920817
-64.15021,81.9543
17.044842,-89.87827
28.712238,68.89173
12.264667,-23.650806
-48.556553,109.926414
-77.74275,-34.313374
-12.835253,-118.21541
-80.73185,3.1443188
-22.852114,-1.6902914
46.428547,19.854084
-38.73811,99.76786
-3.376258,102.26012
70.609695,37.06485
6.091225,49.567566
-32.396843,111.00887
-47.462307,104.630714
-6.733341,17.454561
8.894345,-36.112755
10.624356,-8.295868
14.070625,27.212797
-48.28357,-58.20952
64.80928,1.4863425
23.265863,-19.706327
-61.047283,31.484396
-93.49804,-26.19886
-4.4863877,57.573174
-46.319263,-54.559128
26.010685,-52.455864
-54.756176,-90.06726
1.1820852,-7.1138697
97.12756,-61.94045
-31.745419,80.35858
-35.780743,-26.242464
34.056087,-20.108786
0.624182,31.210642
0.9824398,27.798359
84.42404,51.719788
-61.883106,82.77365
2.3397887,-72.55108
-45.476246,-3.2367187
35.212536,36.883766
-47.406456,-38.395737
-45.88692,-22.503443
18.640112,7.4423785
-12.78345,90.846466
21.557827,95.23897
14.886038,14.845623
4.7944546,77.85181
-49.039654,56.939575
-25.239534,48.026752
-20.655268,9.346606
0.81848544,-71.878975
-54.18796,-60.49898
23.315563,-17.567045
90.07458,43.004677
-23.910242,52.57884
-98.396835,19.286179
-9.772062,-115.24186
-55.361988,-87.138435
-38.604153,-32.044136
-9.365812,-119.752975
-87.708496,37.56721
79.31782,48.165512
99.75581,13.083979
-26.546896,-52.419827
-46.20842,-54.326042
-110.57173,-18.545986
-0.097177625,-17.488022
-71.22706,33.31691
59.709267,64.72163
-64.02935,-58.721966
-31.729836,80.369675
10.840677,-32.35336
12.455923,24.56517
-6.9369335,46.66579
-31.415142,-13.226743
51.081493,13.5507555
55.762398,-20.074783
16.5616,15.031479
-104.96602,-31.354803
29.512577,-113.78168
33.57801,-78.67663
-51.95137,-27.28565
10.723581,69.63244
-53.146564,105.65014
-5.2417974,20.53051
104.39998,-28.107626
-21.680708,-72.41175
-106.04855,-33.838615
-0.5893094,-89.1143
18.906507,72.91898
18.311226,-43.296375
-43.300735,-76.946815
56.3568,15.024543
8.4864025,-2.6347835
-53.389328,49.859455
0.7169943,-95.439766
-107.9984,-6.3583436
-32.201454,-15.599245
-26.515196,46.340176
0.42132246,-84.82445
-97.793594,32.42129
-25.466057,-26.597471
31.788113,-97.017044
-103.04106,-9.761645
102.31191,-28.37396
-88.67651,47.84215
89.83086,-60.650444
104.14778,-28.158562
-74.13256,-6.281703
59.563,-13.318664
-12.373529,-56.852932
60.274967,-36.54605
-54.52857,-60.75777
4.000468,-64.27225
19.648745,89.513596
53.653107,40.031097
9.72474,-39.795784
-28.09044,87.09593
-110.5097,-24.288586
87.9093,3.1435194
-96.37072,-49.268238
57.82666,5.4708543
13.7108,25.963621
-8.287644,98.62141
50.309376,-34.076275
8.113078,8.131097
-27.259315,116.82331
-0.25202328,-92.0809
-104.29975,7.0667768
9.312845,22.634836
-90.21983,17.545479
21.066975,89.62522
-51.74482,69.109886
-0.5706634,-105.679146
6.6919274,87.81547
-87.11492,-6.1166263
19.245209,73.50867
-36.30417,-106.203545
-112.39901,10.408715
-49.38819,23.304665
-26.604345,-52.83448
63.139126,73.37127
-92.197716,52.55971
-110.31794,10.5796795
-47.312733,53.16251
34.14493,-9.282217
-4.2555647,2.8469934
56.27702,68.569824
-31.604967,39.857246
-1.3134658,-20.350933
-32.679867,38.92209
84.874,-31.66163
-0.04855692,-93.90673
45.61884,16.84246
82.55476,-65.84448
-10.097344,-58.82003
-26.676544,19.57567
68.77587,78.2469
117.92534,-14.313559
72.14827,7.0778017
-8.549545,56.884705
-72.759056,-1.8978271
90.07446,43.004818
-83.08397,52.152393
-7.561993,-87.91207
-84.86588,32.54907
-44.946724,-84.55638
-10.743562,-40.50762
3.828996,64.68997
31.843964,-96.86571
27.748507,67.70931
79.569626,-70.69894
46.10125,-84.77653
80.23475,42.123978
-37.136173,22.337507
9.464399,-6.1291757
14.524529,-39.46438
-32.751564,38.751747
-10.114808,-102.72881
-11.685187,-113.5899
-34.899277,11.416115
-59.70597,65.56106
10.082584,19.916225
-0.11887097,-23.819857
-11.878739,-40.567474
75.92878,0.17752412
69.85341,46.032925
-33.664894,12.155328
-0.61000717,64.82199
-56.496044,-38.12246
34.57294,48.943897
-107.58351,-17.955658
8.850938,7.533366
30.91333,107.830215
-32.36499,-107.947754
-3.9426258,-35.626503
-60.847904,6.608157
-76.75982,36.558113
-46.474697,23.788757
51.711826,15.915818
-4.5663633,109.46222
-0.47989225,-6.394795
-46.948616,74.16263
-4.8201337,27.596159
-45.94473,-20.915209
-71.98596,14.31351
-59.547157,65.273415
-106.47806,35.506107
35.251873,16.617876
100.26425,10.190471
-7.0952244,34.294186
8.7728815,-8.784714
114.78334,12.044384
-10.425241,2.2863922
33.36066,-114.86092
-21.778736,-75.57551
-3.1511493,4.246953
43.726933,74.42335
-22.687752,56.08187
-80.48267,-14.936811
96.7557,-61.24264
-52.686054,-25.584654
-0.18437202,63.08353
3.011008,92.04232
18.734098,-64.07321
-79.68618,49.33261
-21.88687,-75.04269
-2.031553,-60.13033
4.2276545,38.048862
6.855421,16.211248
95.56615,-55.13241
-66.36941,-56.142204
43.520622,81.55368
2.247292,3.9601276
30.96078,107.69204
35.38736,68.96206
-33.778336,-109.980034
59.88377,-45.424137
-76.57006,36.763783
16.08746,71.90804
69.67937,7.4099865
-15.683718,64.97625
39.791405,-54.210518
-2.6851811,-36.701923
-63.150898,-13.613365
82.58261,28.322073
-16.829794,49.644897
-58.654453,4.1076307
-26.88512,84.67606
-34.000122,-12.749625
-65.33535,-28.41131
46.868202,-36.952152
33.44474,-114.84448
12.710293,-23.618534
-34.298832,-0.05121155
-49.893177,-36.97536
-34.599556,-17.513937
71.329346,2.8040924
5.110777,66.27216
-40.51041,5.4339695
17.9801,-97.42079
106.59882,-38.336216
84.81594,-65.09381
-84.507805,45.81343
-38.823513,99.376724
-72.45154,-0.42194816
-31.888578,109.87497
5.321247,-35.872974
-28.65779,-23.690437
-3.827251,18.48649
-0.79787624,-56.704075
47.769295,56.422573
9.799197,-8.908592
-91.11525,47.850777
107.03896,-1.9753958
77.26898,34.771584
19.082863,-90.62792
15.501001,52.120712
30.366852,-115.53086
-6.7547746,17.458906
24.831202,-54.581455
-26.860847,82.362434
-75.31287,-7.8499336
57.062874,69.76846
71.75634,73.33375
57.392166,-99.91682
104.22411,-28.153309
-26.342484,8.444388
-84.814026,46.462322
0.75997823,-71.36041
84.55486,54.185093
-97.793594,32.42129
-35.28079,-21.75771
4.753275,-15.226774
-98.94579,2.5909343
-4.3767524,68.90172
20.062933,-61.582775
-10.454322,2.8293493
-27.917805,-105.80221
25.164309,-59.618484
55.251827,-56.635063
26.763414,23.330698
-106.90481,-35.570797
11.068545,-33.162704
-43.196033,50.823475
21.392517,-51.89211
-63.53034,-68.06346
21.637362,90.49878
5.1753,66.47881
-45.50209,-3.3176947
-19.103695,50.98181
-97.30792,-32.069733
-59.07679,97.25369
12.789926,-9.854564
67.06739,5.524338
-50.51193,-54.041595
108.83513,-42.267372
11.269424,-8.063119
-6.445839,-55.00858
-0.33023715,-95.61401
-104.77582,38.30016
-6.873219,79.63156
-57.501106,1.8924495
79.7103,-54.562283
33.15753,1.5711608
-25.045925,31.312944
31.528425,106.763664
-47.81096,52.184387
-78.14584,-37.626717
-33.07888,-2.3675313
39.109566,-1.1184355
-74.99527,-14.398892
-30.952637,60.29753
5.31439,36.247738
51.52088,-85.93289
66.49593,-45.518646
-26.60946,-15.595291
-45.737095,-7.6982975
58.224247,86.76699
3.9897487,-64.26964
8.689208,41.758724
-51.59977,-42.069954
74.396164,40.889347
-28.839209,25.655994
-0.32078096,69.87298
59.010506,84.20909
55.498596,-103.23807
-36.705215,-79.555084
-5.322952,-67.75021
-115.846825,1.4346145
18.765018,-91.73465
38.191547,5.674718
-33.84542,-104.76931
-90.21983,17.545479
78.40936,-73.67449
-35.297222,101.66695
-108.29649,-24.156038
22.648664,-50.370785
8.627502,-8.955353
35.29363,37.354553
-59.52343,65.13849
50.30107,-41.654507
-107.4211,-6.8729844
36.2457,-110.30792
106.555786,-41.772514
53.110825,-90.61698
-58.67276,83.34392
-7.6717334,80.0957
-67.21164,-13.80214
58.538116,83.794685
-110.021935,-20.944714
-61.285275,2.6220925
7.926181,9.878785
-57.745495,81.53283
-26.71961,86.49845
-35.19065,3.65428
-8.0881195,-59.80922
-59.894547,56.68705
-1.8355308,-61.96209
-22.299065,2.0645597
103.28477,-46.79295
19.729301,49.91975
-35.70028,6.7489014
109.157005,-2.1781783
57.75981,-62.23403
-60.96118,35.597214
29.574394,-114.21952
-18.031883,44.50949
33.516956,-98.374535
49.504566,-81.92269
0.69306666,-7.3754044
20.485315,108.77622
34.648537,18.828285
77.38978,-3.7864048
72.796585,37.808037
-27.975943,17.758133
-5.290534,55.486523
-16.38014,-25.099218
73.25778,-72.91801
-11.369143,-35.348915
5.094496,77.880714
-17.152334,44.04472
41.832897,-5.969053
-27.00626,16.135311
-35.98381,-90.28096
-49.000885,57.542526
-38.13494,-84.59592
-67.09973,-53.009445
-96.61255,18.972382
-18.48961,-76.11215
62.02324,17.278336
24.397856,23.666428
33.5453,18.906233
65.329704,-0.9545847
3.5921834,51.854355
31.95288,-41.022663
34.19862,9.659139
43.26601,74.04613
-17.900335,9.199714
53.042664,18.234123
3.9923277,-64.34177
-0.40990567,-75.72728
7.525198,68.07101
-30.402298,-23.41068
-14.101518,-98.097496
-23.781807,33.18148
9.267637,41.155678
21.35216,95.65893
-22.394173,10.59427
-97.61715,-31.62105
58.656487,-13.579999
35.73026,-94.1766
86.62011,8.888149
19.960358,90.147156
68.62963,37.179802
25.243362,78.84498
-81.125984,7.8856673
-61.800842,-17.02644
-77.69037,34.22772
-80.75412,2.709466
7.2343855,-20.597305
56.112507,62.366367
116.30276,11.538495
-0.61744285,-47.81198
-114.80119,-1.3863422
-45.088398,38.020596
-45.219677,-49.49358
85.98369,0.5516966
35.482998,-1.8324448
-27.957758,-106.22905
111.1159,3.2785454
-51.151646,103.52103
57.371124,19.896713
-38.23353,-95.335
-102.43934,37.20237
-35.96045,-25.947416
-35.544643,9.262789
17.59683,107.113045
-31.53882,-51.695652
-54.77964,-60.37089
-48.77928,66.450264
32.180557,-100.517876
-2.5930173,4.339664
-54.583893,86.6376
66.24855,-57.38317
-25.277985,31.52054
-5.24504,81.673096
-29.783936,-50.583076
-11.504488,-1.7275649
-16.506805,43.093086
36.14318,-13.142316
14.684678,74.592804
32.242466,-89.177414
-21.391754,66.774185
-57.357414,1.9205608
-49.106514,-59.62113
71.08177,80.54632
9.211511,54.544968
-80.14599,-30.362179
54.485565,-38.757362
21.877295,50.96937
31.226414,-99.291954
12.116064,2.0750594
-6.0016627,-52.310276
96.54158,-53.758408
68.03393,4.183324
-64.86289,-28.805075
-34.988823,-12.537792
2.3404691,-72.66409
45.96753,-35.886097
15.7936735,77.9261
-26.952301,31.988663
56.487083,-55.31393
-49.68005,-91.73589
-10.6412,-36.283997
15.794734,-98.581215
77.51278,11.386701
-31.507088,17.24445
-40.55316,8.248029
-92.073586,37.14202
21.528704,50.214005
-21.539537,10.601823
-80.59225,40.534603
-51.83312,56.421097
-25.344347,-17.428188
18.63592,-76.341835
35.69452,-8.1386175
74.52247,-6.4709735
96.7828,-25.367123
-58.432903,79.52218
39.437847,10.448268
-0.33344594,-95.92892
-0.1781758,-85.14912
-98.115005,41.814106
-32.446125,-35.813908
-71.80318,32.317062
-57.174118,70.332504
20.449013,84.29545
43.56542,81.57162
-28.99027,-106.363495
10.007984,-6.001668
31.762665,74.628334
-47.35892,-22.602377
-50.597733,91.57689
-81.21358,47.60755
-93.02217,18.031172
3.9968657,-64.30636
20.636492,34.477943
-8.770415,-115.33873
-23.887379,-39.490948
100.5288,-24.847998
29.149588,-110.50105
79.343765,-71.406105
7.7600727,-9.116796
6.3390574,-50.578686
-9.66745,12.979924
70.48039,45.537514
-108.35017,0.61172354
60.61436,-62.68338
-68.768135,-9.75903
-39.284286,4.747304
-35.392292,-21.493755
55.571316,68.564835
8.5980835,8.946724
33.601856,18.773531
-30.90114,-2.0178843
55.09517,5.660892
40.47531,-80.641556
83.25396,-65.813576
70.47357,37.037586
-43.92238,10.743204
-36.992867,35.53723
-44.946014,-84.5565
60.33966,-36.41703
-88.78391,-28.719334
20.763039,109.19292
100.49106,-24.80251
88.07723,40.84616
-3.2265062,98.41344
-13.709559,-96.0522
70.85965,83.67495
-79.63958,-44.461754
83.530846,-74.2674
11.799095,-10.557465
-37.840057,18.159336
17.300781,9.9921465
-55.018227,-86.99313
13.313299,96.46379
70.22287,-19.291492
1.1150365,-96.90326
6.032505,-2.567251
-66.04199,-56.04331
107.05958,-3.9894419
-11.126787,-1.7798413
-8.148862,-34.88078
-14.1896925,-115.39633
-12.608401,-119.53153
28.44776,24.648813
55.898987,3.4549654
12.429104,22.002592
-48.31519,59.24137
-19.096245,50.987297
-30.67909,1.9183059
45.92642,33.028484
-59.398373,64.824135
-48.574734,35.52102
4.1928043,65.6358
82.81478,-65.64155
-109.64333,-1.7465729
-61.304306,-59.351604
62.108223,-60.23503
43.56738,81.57425
-71.871994,16.44341
16.356415,112.76324
12.578809,12.965783
-41.520954,-87.30648
-30.488894,-100.03369
11.128185,96.36423
39.73943,4.2241955
9.129644,17.69563
-62.205025,65.84761
-48.777817,66.46121
-21.508427,10.766491
-79.12223,14.770555
-2.4620714,98.163605
19.950647,-41.495045
-29.2493,-107.04284
-31.197433,-106.25721
79.25167,-19.684376
-80.265686,53.726326
79.72143,-69.10152
53.98916,15.282331
57.889534,-91.417
-16.41129,-101.19592
-41.399185,4.611694
-73.84508,17.276243
80.96964,52.014156
14.083764,27.291838
-29.433615,85.28917
-72.39607,-4.0660253
34.464943,51.34738
20.823868,11.166365
87.38494,38.54969
65.01375,83.037796
-14.0420065,-100.02862
-31.540245,-29.924595
53.003395,39.22721
-105.88573,-7.2674522
-24.455372,-17.400433
60.562775,-23.769157
15.188513,-100.98751
23.530947,0.8248994
-14.599829,-121.59481
89.83089,-60.650448
61.242416,-36.92341
-47.633007,-27.84818
28.338554,71.70548
-108.55347,12.728534
18.08244,114.08743
-4.325004,80.425514
-78.72944,32.97927
14.096658,72.50299
-4.8708777,-115.625854
5.2282,29.239893
-5.893249,-3.427111
44.184334,-70.93513
-61.475105,-67.65939
-36.233887,-90.19639
-49.929924,33.664963
6.904754,-20.465078
-17.680414,44.34926
-36.49577,34.0929
56.372715,-24.41505
9.917082,4.070801
108.84103,-42.28891
-64.47402,4.7512274
-27.019999,39.007458
100.56065,-25.992998
48.14101,-26.822767
109.201485,-12.816516
109.470604,11.257359
91.98296,-34.594242
-2.8743372,59.19931
-94.46116,50.13976
-63.482433,-67.32826
42.66826,-102.052574
71.144165,3.548696
-33.788097,-72.493484
-28.839508,25.66153
85.70422,3.5091438
-64.22854,5.4117
1.500992,28.585606
-67.04461,17.17509
98.96548,-29.158054
-33.542934,65.758415
-40.511116,107.54804
4.1928043,65.6358
43.50281,-102.369415
42.81141,-69.39509
-2.4500937,35.047688
-0.012219461,-85.744514
-38.584896,-106.01666
-47.980022,-98.31745
-86.42835,55.125015
-14.96345,-40.733154
69.51957,-21.460339
-25.055458,-73.94837
80.44212,54.25835
9.56206,-39.109165
-47.962154,105.07303
-31.53882,-51.695652
-53.828648,74.30978
-111.99341,3.3957074
80.8749,-59.228035
-101.06016,38.861362
6.7519298,-34.000065
-75.93115,-7.602192
10.294885,112.34047
-7.0215983,-54.592815
-42.478436,83.20263
41.69919,82.76932
-82.43579,54.107384
4.697427,-19.428091
45.896397,-36.844803
-85.92575,48.722885
-15.018718,-23.960926
-8.692651,-101.27796
-34.989525,-17.857166
-3.890511,-86.686516
100.96971,16.543
-99.79611,-11.24347
23.528168,-18.584469
21.245745,7.997303
