umap1,umap2
17.932852,4.1129303
17.994389,4.0552893
17.921865,4.0826926
17.92522,4.1197
17.993063,4.0769825
17.998201,4.040294
18.032827,4.0622263
17.935877,4.141314
17.9642,4.081483
17.995533,4.0968094
17.94881,4.103063
17.965004,4.100569
17.93651,4.100996
17.998201,4.040294
17.94771,4.131414
18.010721,4.032464
17.993238,4.0949507
17.948118,4.1377697
17.939304,4.0840235
17.993713,4.142935
17.941225,4.100587
17.961788,4.087698
17.96898,4.085105
17.93708,4.0875287
17.919075,4.150697
17.959642,4.1300445
17.902267,4.153305
18.006424,4.060427
17.931242,4.0622287
17.935837,4.111445
17.915886,4.148393
18.018484,4.060858
17.93856,4.145679
18.068094,3.9945934
17.929594,4.13707
17.930761,4.097778
17.897606,4.1416826
17.893013,4.1937943
17.921473,4.139493
17.967287,4.1111555
17.995096,4.081029
17.91416,4.1276526
17.937658,4.118575
17.964148,4.1278024
17.93869,4.1208496
17.939007,4.064901
17.934362,4.091964
17.898363,4.0533333
17.949802,4.1139297
17.926851,4.141511
18.006235,4.0651865
17.981905,4.098927
17.962555,4.1069884
17.932264,4.1252823
17.915886,4.148393
17.934423,4.1062427
17.984766,4.076878
17.953693,4.1624465
17.951612,4.1273017
17.967812,4.087667
17.926308,4.10106
17.992949,4.1395564
17.953718,4.104841
18.026758,3.99245
17.907684,4.024694
18.024284,4.0146365
17.877827,4.0500207
17.941374,3.9735198
17.993359,4.02613
17.985764,3.8554614
17.996597,4.051474
17.964014,3.9160547
18.028965,4.0232635
18.025486,3.9874873
17.881905,3.918485
18.023848,3.9971893
18.02959,4.041296
17.934412,3.9160533
17.938326,3.9768012
18.021341,4.0031285
18.036753,3.8570008
18.021511,4.005539
17.88812,4.1061826
17.849928,4.06868
17.926151,3.9640923
17.657335,3.8998532
17.985521,3.9227939
17.889277,3.9746358
17.944286,3.9754949
17.895014,3.9315395
17.955456,3.9129946
17.86685,3.9612198
17.862553,4.044792
17.786234,3.8831997
17.904184,3.9846973
17.954575,3.923983
17.891935,3.8883069
17.918993,3.999429
17.933985,4.023922
